Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2019,,Full-time,,North East,"Managers, directors and senior officials",,38046,acceptable
2019,,Full-time,,North East,"Process, plant and machine operatives",,24454,
2019,,Full-time,,North East,Professional occupations,,36174,
2019,,Full-time,,North East,Sales and customer service occupations,,20138,
2019,,Full-time,,North East,Skilled trades occupations,,28039,
2019,,Full-time,,North East,,,27234,
2019,,Full-time,,North West,Administrative and secretarial occupations,,21603,
2019,,Full-time,,North West,Associate professional and technical occupations,,31238,
2019,,Full-time,,North West,"Caring, leisure and other service occupations",,18771,
2019,,Full-time,,North West,Elementary occupations,,20387,
2019,,Full-time,,North West,"Managers, directors and senior officials",,40000,
2019,,Full-time,,North West,"Process, plant and machine operatives",,25229,
2019,,Full-time,,North West,Professional occupations,,37949,
2019,,Full-time,,North West,Sales and customer service occupations,,19587,
2019,,Full-time,,North West,Skilled trades occupations,,27231,
2019,,Full-time,,North West,,,28175,
2019,,Full-time,,Northern Ireland,,,27437,
2019,,Full-time,,Scotland,Administrative and secretarial occupations,,22900,
2019,,Full-time,,Scotland,Associate professional and technical occupations,,32080,
2019,,Full-time,,Scotland,"Caring, leisure and other service occupations",,20731,
2019,,Full-time,,Scotland,Elementary occupations,,20056,
2019,,Full-time,,Scotland,"Managers, directors and senior officials",,43027,reasonably precise
2019,,Full-time,,Scotland,"Process, plant and machine operatives",,25065,
2019,,Full-time,,Scotland,Professional occupations,,37646,
2019,,Full-time,,Scotland,Sales and customer service occupations,,20245,
2019,,Full-time,,Scotland,Skilled trades occupations,,28477,
2019,,Full-time,,Scotland,,,30000,
2019,,Full-time,,South East,Administrative and secretarial occupations,,24651,
2019,,Full-time,,South East,Associate professional and technical occupations,,35603,
2019,,Full-time,,South East,"Caring, leisure and other service occupations",,19549,
2019,,Full-time,,South East,Elementary occupations,,21122,
2019,,Full-time,,South East,"Managers, directors and senior officials",,44646,
2019,,Full-time,,South East,"Process, plant and machine operatives",,27160,
2019,,Full-time,,South East,Professional occupations,,40456,
2019,,Full-time,,South East,Sales and customer service occupations,,20688,
2019,,Full-time,,South East,Skilled trades occupations,,29032,
2019,,Full-time,,South East,,,32127,
2019,,Full-time,,South West,Administrative and secretarial occupations,,22230,
2019,,Full-time,,South West,Associate professional and technical occupations,,30967,
2019,,Full-time,,South West,"Caring, leisure and other service occupations",,19352,
2019,,Full-time,,South West,Elementary occupations,,20704,
2019,,Full-time,,South West,"Managers, directors and senior officials",,38896,
2019,,Full-time,,South West,"Process, plant and machine operatives",,25419,
2019,,Full-time,,South West,Professional occupations,,37821,
2019,,Full-time,,South West,Sales and customer service occupations,,21121,
2019,,Full-time,,South West,Skilled trades occupations,,27026,reasonably precise
2019,,Full-time,,South West,,,28721,
2019,,Full-time,,Wales,Administrative and secretarial occupations,,22784,
2019,,Full-time,,Wales,Associate professional and technical occupations,,29902,
2019,,Full-time,,Wales,"Caring, leisure and other service occupations",,18988,
2019,,Full-time,,Wales,Elementary occupations,,19780,
2019,,Full-time,,Wales,"Managers, directors and senior officials",,37054,reasonably precise
2019,,Full-time,,Wales,"Process, plant and machine operatives",,23838,
2019,,Full-time,,Wales,Professional occupations,,37471,
2019,,Full-time,,Wales,Sales and customer service occupations,,19406,
2019,,Full-time,,Wales,Skilled trades occupations,,26851,acceptable
2019,,Full-time,,Wales,,,27466,
2019,,Full-time,,West Midlands,Administrative and secretarial occupations,,22854,
2019,,Full-time,,West Midlands,Associate professional and technical occupations,,31552,
2019,,Full-time,,West Midlands,"Caring, leisure and other service occupations",,18577,
2019,,Full-time,,West Midlands,Elementary occupations,,19873,
2019,,Full-time,,West Midlands,"Managers, directors and senior officials",,42229,
2019,,Full-time,,West Midlands,"Process, plant and machine operatives",,24558,
2019,,Full-time,,West Midlands,Professional occupations,,38462,
2019,,Full-time,,West Midlands,Sales and customer service occupations,,20022,
2019,,Full-time,,West Midlands,Skilled trades occupations,,27856,
2019,,Full-time,,West Midlands,,,28549,
2019,,Full-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,21779,
2019,,Full-time,,Yorkshire and The Humber,Associate professional and technical occupations,,29952,
2019,,Full-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,18266,
2019,,Full-time,,Yorkshire and The Humber,Elementary occupations,,20382,
2019,,Full-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,38769,reasonably precise
2019,,Full-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,24824,
2019,,Full-time,,Yorkshire and The Humber,Professional occupations,,36951,
2019,,Full-time,,Yorkshire and The Humber,Sales and customer service occupations,,19638,
2019,,Full-time,,Yorkshire and The Humber,Skilled trades occupations,,28563,
2019,,Full-time,,Yorkshire and The Humber,,,27879,
2019,,Full-time,,,Administrative and secretarial occupations,,23484,
2019,,Full-time,,,Associate professional and technical occupations,,33077,
2019,,Full-time,,,"Caring, leisure and other service occupations",,19393,
2019,,Full-time,,,Elementary occupations,,20558,
2019,,Full-time,,,"Managers, directors and senior officials",,44774,
2019,,Full-time,,,"Process, plant and machine operatives",,25741,
2019,,Full-time,,,Professional occupations,,39406,
2019,,Full-time,,,Sales and customer service occupations,,20416,
2019,,Full-time,,,Skilled trades occupations,,28275,
2019,,Full-time,,,,Accommodation and food service activities,21003,
2019,,Full-time,,,,Activities of extraterritorial organisations and bodies,33428,acceptable
2019,,Full-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,23036,reasonably precise
2019,,Full-time,,,,Administrative and support service activities,26704,
2019,,Full-time,,,,"Agriculture, forestry and fishing",25000,reasonably precise
2019,,Full-time,,,,"Arts, entertainment and recreation",25211,
2019,,Full-time,,,,Construction,33767,
2019,,Full-time,,,,Education,31986,
2019,,Full-time,,,,"Electricity, gas, steam and air conditioning supply",41611,
2019,,Full-time,,,,Financial and insurance activities,42995,
2019,,Full-time,,,,Human health and social work activities,26847,
2019,,Full-time,,,,Information and communication,40845,
2019,,Full-time,,,,Manufacturing,30632,
2019,,Full-time,,,,Mining and quarrying,39635,reasonably precise
2019,,Full-time,,,,Other service activities,26673,
2019,,Full-time,,,,"Professional, scientific and technical activities",36763,
2019,,Full-time,,,,Public administration and defence; compulsory social security,33338,
2019,,Full-time,,,,Real estate activities,29121,
2019,,Full-time,,,,Transportation and storage,31269,
2019,,Full-time,,,,"Water supply; sewerage, waste management and remediation activities",33229,
2019,,Full-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,25382,
2019,,Full-time,,,,,30378,
2019,,Part-time,16-17,,,,2759,acceptable
2019,,Part-time,18-21,,,,6106,
2019,,Part-time,22-29,,,,9897,
2019,,Part-time,30-39,,,,11532,
2019,,Part-time,40-49,,,,11639,
2019,,Part-time,50-59,,,,11293,
2019,,Part-time,60+,,,,9832,
2019,,Part-time,,East,Administrative and secretarial occupations,,10961,
2019,,Part-time,,East,Associate professional and technical occupations,,13316,reasonably precise
2019,,Part-time,,East,"Caring, leisure and other service occupations",,9715,reasonably precise
2019,,Part-time,,East,Elementary occupations,,6387,reasonably precise
2019,,Part-time,,East,"Managers, directors and senior officials",,13167,acceptable
2019,,Part-time,,East,"Process, plant and machine operatives",,9743,reasonably precise
2019,,Part-time,,East,Professional occupations,,16421,reasonably precise
2019,,Part-time,,East,Sales and customer service occupations,,8887,
2019,,Part-time,,East,Skilled trades occupations,,11615,reasonably precise
2019,,Part-time,,East,,,10221,
2019,,Part-time,,East Midlands,Administrative and secretarial occupations,,10088,
2019,,Part-time,,East Midlands,Associate professional and technical occupations,,12928,reasonably precise
2019,,Part-time,,East Midlands,"Caring, leisure and other service occupations",,9758,reasonably precise
2019,,Part-time,,East Midlands,Elementary occupations,,7185,reasonably precise
2019,,Part-time,,East Midlands,"Managers, directors and senior officials",,11461,acceptable
2019,,Part-time,,East Midlands,"Process, plant and machine operatives",,x,unacceptable
2019,,Part-time,,East Midlands,Professional occupations,,19677,reasonably precise
2019,,Part-time,,East Midlands,Sales and customer service occupations,,9222,
2019,,Part-time,,East Midlands,Skilled trades occupations,,x,unacceptable
2019,,Part-time,,East Midlands,,,10033,
2019,,Part-time,,London,Administrative and secretarial occupations,,11180,reasonably precise
2019,,Part-time,,London,Associate professional and technical occupations,,13842,acceptable
2019,,Part-time,,London,"Caring, leisure and other service occupations",,10426,reasonably precise
2019,,Part-time,,London,Elementary occupations,,7918,reasonably precise
2019,,Part-time,,London,"Managers, directors and senior officials",,15989,acceptable
2019,,Part-time,,London,"Process, plant and machine operatives",,10896,acceptable
2019,,Part-time,,London,Professional occupations,,20899,reasonably precise
2019,,Part-time,,London,Sales and customer service occupations,,9772,
2019,,Part-time,,London,Skilled trades occupations,,9776,reasonably precise
2019,,Part-time,,London,,,11287,
2019,,Part-time,,North East,Administrative and secretarial occupations,,x,unacceptable
2019,,Part-time,,North East,Associate professional and technical occupations,,13402,reasonably precise
2019,,Part-time,,North East,"Caring, leisure and other service occupations",,10084,acceptable
2019,,Part-time,,North East,Elementary occupations,,6572,reasonably precise
2019,,Part-time,,North East,"Managers, directors and senior officials",,13907,acceptable
2019,,Part-time,,North East,"Process, plant and machine operatives",,10249,acceptable
2019,,Part-time,,North East,Professional occupations,,21001,reasonably precise
2019,,Part-time,,North East,Sales and customer service occupations,,9602,
2019,,Part-time,,North East,Skilled trades occupations,,10527,acceptable
2019,,Part-time,,North East,,,10607,
2019,,Part-time,,North West,Administrative and secretarial occupations,,11447,reasonably precise
2019,,Part-time,,North West,Associate professional and technical occupations,,13178,reasonably precise
2019,,Part-time,,North West,"Caring, leisure and other service occupations",,10352,
2019,,Part-time,,North West,Elementary occupations,,7006,
2019,,Part-time,,North West,"Managers, directors and senior officials",,x,unacceptable
2019,,Part-time,,North West,"Process, plant and machine operatives",,11383,reasonably precise
2019,,Part-time,,North West,Professional occupations,,21989,reasonably precise
2019,,Part-time,,North West,Sales and customer service occupations,,9147,reasonably precise
2019,,Part-time,,North West,Skilled trades occupations,,11031,acceptable
2019,,Part-time,,North West,,,10670,
2019,,Part-time,,Northern Ireland,,,10563,
2019,,Part-time,,Scotland,Administrative and secretarial occupations,,11166,
2019,,Part-time,,Scotland,Associate professional and technical occupations,,13122,reasonably precise
2019,,Part-time,,Scotland,"Caring, leisure and other service occupations",,11085,
2019,,Part-time,,Scotland,Elementary occupations,,7740,reasonably precise
2019,,Part-time,,Scotland,"Managers, directors and senior officials",,x,unacceptable
2019,,Part-time,,Scotland,"Process, plant and machine operatives",,x,unacceptable
2019,,Part-time,,Scotland,Professional occupations,,20480,
2019,,Part-time,,Scotland,Sales and customer service occupations,,9173,
2019,,Part-time,,Scotland,Skilled trades occupations,,11469,reasonably precise
2019,,Part-time,,Scotland,,,11123,
2019,,Part-time,,South East,Administrative and secretarial occupations,,10585,
2019,,Part-time,,South East,Associate professional and technical occupations,,12821,acceptable
2019,,Part-time,,South East,"Caring, leisure and other service occupations",,9369,
2019,,Part-time,,South East,Elementary occupations,,6823,reasonably precise
2019,,Part-time,,South East,"Managers, directors and senior officials",,12000,acceptable
2019,,Part-time,,South East,"Process, plant and machine operatives",,x,unacceptable
2019,,Part-time,,South East,Professional occupations,,20126,reasonably precise
2019,,Part-time,,South East,Sales and customer service occupations,,9167,
2019,,Part-time,,South East,Skilled trades occupations,,10755,reasonably precise
2019,,Part-time,,South East,,,10482,
2019,,Part-time,,South West,Administrative and secretarial occupations,,10612,reasonably precise
2019,,Part-time,,South West,Associate professional and technical occupations,,13447,reasonably precise
2019,,Part-time,,South West,"Caring, leisure and other service occupations",,9816,
2019,,Part-time,,South West,Elementary occupations,,6309,acceptable
2019,,Part-time,,South West,"Managers, directors and senior officials",,x,unacceptable
2019,,Part-time,,South West,"Process, plant and machine operatives",,10366,acceptable
2019,,Part-time,,South West,Professional occupations,,18208,reasonably precise
2019,,Part-time,,South West,Sales and customer service occupations,,8457,reasonably precise
2019,,Part-time,,South West,Skilled trades occupations,,11460,acceptable
2019,,Part-time,,South West,,,10381,
2019,,Part-time,,Wales,Administrative and secretarial occupations,,10328,reasonably precise
2019,,Part-time,,Wales,Associate professional and technical occupations,,12270,acceptable
2019,,Part-time,,Wales,"Caring, leisure and other service occupations",,10856,
2019,,Part-time,,Wales,Elementary occupations,,7174,reasonably precise
2019,,Part-time,,Wales,"Managers, directors and senior officials",,11990,acceptable
2019,,Part-time,,Wales,"Process, plant and machine operatives",,10330,acceptable
2019,,Part-time,,Wales,Professional occupations,,21221,reasonably precise
2019,,Part-time,,Wales,Sales and customer service occupations,,9009,
2019,,Part-time,,Wales,Skilled trades occupations,,11334,acceptable
2019,,Part-time,,Wales,,,10603,
2019,,Part-time,,West Midlands,Administrative and secretarial occupations,,10750,
2019,,Part-time,,West Midlands,Associate professional and technical occupations,,12470,reasonably precise
2019,,Part-time,,West Midlands,"Caring, leisure and other service occupations",,10356,reasonably precise
2019,,Part-time,,West Midlands,Elementary occupations,,6873,acceptable
2019,,Part-time,,West Midlands,"Managers, directors and senior officials",,11850,acceptable
2019,,Part-time,,West Midlands,"Process, plant and machine operatives",,10668,reasonably precise
2019,,Part-time,,West Midlands,Professional occupations,,19047,
2019,,Part-time,,West Midlands,Sales and customer service occupations,,8960,
2019,,Part-time,,West Midlands,Skilled trades occupations,,12283,acceptable
2019,,Part-time,,West Midlands,,,10450,
2019,,Part-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,10707,
2019,,Part-time,,Yorkshire and The Humber,Associate professional and technical occupations,,13928,reasonably precise
2019,,Part-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,10459,reasonably precise
2019,,Part-time,,Yorkshire and The Humber,Elementary occupations,,6724,acceptable
2019,,Part-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,x,unacceptable
2019,,Part-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,x,unacceptable
2019,,Part-time,,Yorkshire and The Humber,Professional occupations,,21823,reasonably precise
2019,,Part-time,,Yorkshire and The Humber,Sales and customer service occupations,,9005,
2019,,Part-time,,Yorkshire and The Humber,Skilled trades occupations,,x,unacceptable
2019,,Part-time,,Yorkshire and The Humber,,,10452,
2019,,Part-time,,,Administrative and secretarial occupations,,10815,
2019,,Part-time,,,Associate professional and technical occupations,,13168,
2019,,Part-time,,,"Caring, leisure and other service occupations",,10144,
2019,,Part-time,,,Elementary occupations,,7034,
2019,,Part-time,,,"Managers, directors and senior officials",,12251,
2019,,Part-time,,,"Process, plant and machine operatives",,10516,
2019,,Part-time,,,Professional occupations,,19882,
2019,,Part-time,,,Sales and customer service occupations,,9064,
2019,,Part-time,,,Skilled trades occupations,,11092,
2019,,Part-time,,,,Accommodation and food service activities,7690,
2019,,Part-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,5529,acceptable
2019,,Part-time,,,,Administrative and support service activities,8439,
2019,,Part-time,,,,"Agriculture, forestry and fishing",9520,reasonably precise
2019,,Part-time,,,,"Arts, entertainment and recreation",7062,reasonably precise
2019,,Part-time,,,,Construction,10489,reasonably precise
2019,,Part-time,,,,Education,11264,
2019,,Part-time,,,,"Electricity, gas, steam and air conditioning supply",x,unacceptable
2019,,Part-time,,,,Financial and insurance activities,15102,acceptable
2019,,Part-time,,,,Human health and social work activities,12527,
2019,,Part-time,,,,Information and communication,11850,reasonably precise
2019,,Part-time,,,,Manufacturing,12395,
2019,,Part-time,,,,Mining and quarrying,x,unacceptable
2019,,Part-time,,,,Other service activities,9086,reasonably precise
2019,,Part-time,,,,"Professional, scientific and technical activities",12000,
2019,,Part-time,,,,Public administration and defence; compulsory social security,13736,
2019,,Part-time,,,,Real estate activities,10840,reasonably precise
2019,,Part-time,,,,Transportation and storage,12787,reasonably precise
2019,,Part-time,,,,"Water supply; sewerage, waste management and remediation activities",13480,acceptable
2019,,Part-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,9441,
2019,,Part-time,,,,,10584,
2019,,,16-17,,,,3198,acceptable
2019,,,18-21,,,,10958,
2019,,,22-29,,,,22437,
2019,,,30-39,,,,27358,
2019,,,40-49,,,,28881,
2019,,,50-59,,,,26000,
2019,,,60+,,,,19252,
2019,,,,East,Administrative and secretarial occupations,,18711,
2019,,,,East,Associate professional and technical occupations,,30756,
2019,,,,East,"Caring, leisure and other service occupations",,13743,reasonably precise
2019,,,,East,Elementary occupations,,14008,reasonably precise
2019,,,,East,"Managers, directors and senior officials",,40483,
2019,,,,East,"Process, plant and machine operatives",,25248,
2019,,,,East,Professional occupations,,34647,
2019,,,,East,Sales and customer service occupations,,13048,
2019,,,,East,Skilled trades occupations,,27905,
2019,,,,East,,,24447,
2019,,,,East Midlands,Administrative and secretarial occupations,,17889,
2019,,,,East Midlands,Associate professional and technical occupations,,28676,
2019,,,,East Midlands,"Caring, leisure and other service occupations",,14643,
2019,,,,East Midlands,Elementary occupations,,15255,reasonably precise
2019,,,,East Midlands,"Managers, directors and senior officials",,35883,reasonably precise
2019,,,,East Midlands,"Process, plant and machine operatives",,23346,
2019,,,,East Midlands,Professional occupations,,34606,
2019,,,,East Midlands,Sales and customer service occupations,,13063,reasonably precise
2019,,,,East Midlands,Skilled trades occupations,,27447,
2019,,,,East Midlands,,,23070,
2019,,,,London,Administrative and secretarial occupations,,25813,
2019,,,,London,Associate professional and technical occupations,,37095,
2019,,,,London,"Caring, leisure and other service occupations",,17504,
2019,,,,London,Elementary occupations,,16809,
2019,,,,London,"Managers, directors and senior officials",,60867,
2019,,,,London,"Process, plant and machine operatives",,31685,
2019,,,,London,Professional occupations,,42776,
2019,,,,London,Sales and customer service occupations,,16354,
2019,,,,London,Skilled trades occupations,,28031,
2019,,,,London,,,33875,
2019,,,,North East,Administrative and secretarial occupations,,18628,reasonably precise
2019,,,,North East,Associate professional and technical occupations,,27491,
2019,,,,North East,"Caring, leisure and other service occupations",,15027,reasonably precise
2019,,,,North East,Elementary occupations,,12942,reasonably precise
2019,,,,North East,"Managers, directors and senior officials",,33670,acceptable
2019,,,,North East,"Process, plant and machine operatives",,23477,
2019,,,,North East,Professional occupations,,34475,
2019,,,,North East,Sales and customer service occupations,,13757,reasonably precise
2019,,,,North East,Skilled trades occupations,,27211,
2019,,,,North East,,,22602,
2019,,,,North West,Administrative and secretarial occupations,,19014,
2019,,,,North West,Associate professional and technical occupations,,29593,
2019,,,,North West,"Caring, leisure and other service occupations",,14750,
2019,,,,North West,Elementary occupations,,14375,reasonably precise
2019,,,,North West,"Managers, directors and senior officials",,36692,
2019,,,,North West,"Process, plant and machine operatives",,24124,
2019,,,,North West,Professional occupations,,35250,
2019,,,,North West,Sales and customer service occupations,,14125,
2019,,,,North West,Skilled trades occupations,,25785,
2019,,,,North West,,,23484,
2019,,,,Northern Ireland,,,22459,
2019,,,,Scotland,Administrative and secretarial occupations,,19525,
2019,,,,Scotland,Associate professional and technical occupations,,30183,
2019,,,,Scotland,"Caring, leisure and other service occupations",,15491,
2019,,,,Scotland,Elementary occupations,,13519,reasonably precise
2019,,,,Scotland,"Managers, directors and senior officials",,39804,reasonably precise
2019,,,,Scotland,"Process, plant and machine operatives",,23569,
2019,,,,Scotland,Professional occupations,,34878,
2019,,,,Scotland,Sales and customer service occupations,,14059,
2019,,,,Scotland,Skilled trades occupations,,27469,
2019,,,,Scotland,,,24559,
2019,,,,South East,Administrative and secretarial occupations,,19229,
2019,,,,South East,Associate professional and technical occupations,,32452,
2019,,,,South East,"Caring, leisure and other service occupations",,14213,
2019,,,,South East,Elementary occupations,,14457,reasonably precise
2019,,,,South East,"Managers, directors and senior officials",,40000,
2019,,,,South East,"Process, plant and machine operatives",,25192,
2019,,,,South East,Professional occupations,,36693,
2019,,,,South East,Sales and customer service occupations,,13993,
2019,,,,South East,Skilled trades occupations,,27540,
2019,,,,South East,,,26215,
2019,,,,South West,Administrative and secretarial occupations,,17652,
2019,,,,South West,Associate professional and technical occupations,,28516,
2019,,,,South West,"Caring, leisure and other service occupations",,13819,
2019,,,,South West,Elementary occupations,,13615,reasonably precise
2019,,,,South West,"Managers, directors and senior officials",,34605,reasonably precise
2019,,,,South West,"Process, plant and machine operatives",,23830,
2019,,,,South West,Professional occupations,,33351,
2019,,,,South West,Sales and customer service occupations,,12590,reasonably precise
2019,,,,South West,Skilled trades occupations,,25894,reasonably precise
2019,,,,South West,,,22754,
2019,,,,Wales,Administrative and secretarial occupations,,18856,
2019,,,,Wales,Associate professional and technical occupations,,27894,
2019,,,,Wales,"Caring, leisure and other service occupations",,14705,
2019,,,,Wales,Elementary occupations,,15236,reasonably precise
2019,,,,Wales,"Managers, directors and senior officials",,33820,reasonably precise
2019,,,,Wales,"Process, plant and machine operatives",,22972,
2019,,,,Wales,Professional occupations,,34856,
2019,,,,Wales,Sales and customer service occupations,,12943,reasonably precise
2019,,,,Wales,Skilled trades occupations,,25597,acceptable
2019,,,,Wales,,,22701,
2019,,,,West Midlands,Administrative and secretarial occupations,,18742,
2019,,,,West Midlands,Associate professional and technical occupations,,29989,
2019,,,,West Midlands,"Caring, leisure and other service occupations",,14414,
2019,,,,West Midlands,Elementary occupations,,15090,reasonably precise
2019,,,,West Midlands,"Managers, directors and senior officials",,39219,
2019,,,,West Midlands,"Process, plant and machine operatives",,23318,
2019,,,,West Midlands,Professional occupations,,34143,
2019,,,,West Midlands,Sales and customer service occupations,,13467,
2019,,,,West Midlands,Skilled trades occupations,,26981,
2019,,,,West Midlands,,,23870,
2019,,,,Yorkshire and The Humber,Administrative and secretarial occupations,,18452,
2019,,,,Yorkshire and The Humber,Associate professional and technical occupations,,27824,
2019,,,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,13842,
2019,,,,Yorkshire and The Humber,Elementary occupations,,14237,reasonably precise
2019,,,,Yorkshire and The Humber,"Managers, directors and senior officials",,35903,reasonably precise
2019,,,,Yorkshire and The Humber,"Process, plant and machine operatives",,23387,
2019,,,,Yorkshire and The Humber,Professional occupations,,34515,
2019,,,,Yorkshire and The Humber,Sales and customer service occupations,,13705,
2019,,,,Yorkshire and The Humber,Skilled trades occupations,,27236,
2019,,,,Yorkshire and The Humber,,,22973,
2019,,,,,Administrative and secretarial occupations,,19361,
2019,,,,,Associate professional and technical occupations,,30708,
2019,,,,,"Caring, leisure and other service occupations",,14790,
2019,,,,,Elementary occupations,,14524,
2019,,,,,"Managers, directors and senior officials",,40832,
2019,,,,,"Process, plant and machine operatives",,24210,
2019,,,,,Professional occupations,,36175,
2019,,,,,Sales and customer service occupations,,13779,
2019,,,,,Skilled trades occupations,,26963,
2019,,,,,,Accommodation and food service activities,13971,
2019,,,,,,Activities of extraterritorial organisations and bodies,33428,acceptable
2019,,,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,7294,acceptable
2019,,,,,,Administrative and support service activities,20626,
2019,,,,,,"Agriculture, forestry and fishing",21590,reasonably precise
2019,,,,,,"Arts, entertainment and recreation",18320,
2019,,,,,,Construction,31124,
2019,,,,,,Education,24035,
2019,,,,,,"Electricity, gas, steam and air conditioning supply",39540,
2019,,,,,,Financial and insurance activities,39053,
2019,,,,,,Human health and social work activities,21144,
2019,,,,,,Information and communication,38500,
2019,,,,,,Manufacturing,29351,
2019,,,,,,Mining and quarrying,39257,reasonably precise
2019,,,,,,Other service activities,20257,
2019,,,,,,"Professional, scientific and technical activities",32600,
2019,,,,,,Public administration and defence; compulsory social security,30159,
2019,,,,,,Real estate activities,25924,
2019,,,,,,Transportation and storage,29440,
2019,,,,,,"Water supply; sewerage, waste management and remediation activities",32321,
2019,,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,19427,
2019,,,,,,,24937,
2020,Female,Full-time,16-17,,,,x,unacceptable
2020,Female,Full-time,18-21,,,,17831,
2020,Female,Full-time,22-29,,,,24740,
2020,Female,Full-time,30-39,,,,30258,
2020,Female,Full-time,40-49,,,,31403,
2020,Female,Full-time,50-59,,,,28556,
2020,Female,Full-time,60+,,,,23903,
2020,Female,Full-time,,East,Administrative and secretarial occupations,,23157,
2020,Female,Full-time,,East,Associate professional and technical occupations,,30073,reasonably precise
2020,Female,Full-time,,East,"Caring, leisure and other service occupations",,19337,
2020,Female,Full-time,,East,Elementary occupations,,18403,
2020,Female,Full-time,,East,"Managers, directors and senior officials",,39407,reasonably precise
2020,Female,Full-time,,East,"Process, plant and machine operatives",,21491,reasonably precise
2020,Female,Full-time,,East,Professional occupations,,35999,
2020,Female,Full-time,,East,Sales and customer service occupations,,19120,
2020,Female,Full-time,,East,Skilled trades occupations,,20413,acceptable
2020,Female,Full-time,,East,,,27000,
2020,Female,Full-time,,East Midlands,Administrative and secretarial occupations,,21421,
2020,Female,Full-time,,East Midlands,Associate professional and technical occupations,,27369,reasonably precise
2020,Female,Full-time,,East Midlands,"Caring, leisure and other service occupations",,18280,
2020,Female,Full-time,,East Midlands,Elementary occupations,,18550,reasonably precise
2020,Female,Full-time,,East Midlands,"Managers, directors and senior officials",,35357,acceptable
2020,Female,Full-time,,East Midlands,"Process, plant and machine operatives",,19883,reasonably precise
2020,Female,Full-time,,East Midlands,Professional occupations,,34724,
2020,Female,Full-time,,East Midlands,Sales and customer service occupations,,19440,reasonably precise
2020,Female,Full-time,,East Midlands,Skilled trades occupations,,21860,acceptable
2020,Female,Full-time,,East Midlands,,,24736,
2020,Female,Full-time,,London,Administrative and secretarial occupations,,29587,
2020,Female,Full-time,,London,Associate professional and technical occupations,,35735,
2020,Female,Full-time,,London,"Caring, leisure and other service occupations",,22040,
2020,Female,Full-time,,London,Elementary occupations,,20612,reasonably precise
2020,Female,Full-time,,London,"Managers, directors and senior officials",,56327,reasonably precise
2020,Female,Full-time,,London,"Process, plant and machine operatives",,27713,acceptable
2020,Female,Full-time,,London,Professional occupations,,41825,
2020,Female,Full-time,,London,Sales and customer service occupations,,22795,
2020,Female,Full-time,,London,Skilled trades occupations,,24084,acceptable
2020,Female,Full-time,,London,,,35760,
2020,Female,Full-time,,North East,Administrative and secretarial occupations,,21589,
2020,Female,Full-time,,North East,Associate professional and technical occupations,,27180,reasonably precise
2020,Female,Full-time,,North East,"Caring, leisure and other service occupations",,18801,
2020,Female,Full-time,,North East,Elementary occupations,,16979,reasonably precise
2020,Female,Full-time,,North East,"Managers, directors and senior officials",,35547,acceptable
2020,Female,Full-time,,North East,"Process, plant and machine operatives",,18675,reasonably precise
2020,Female,Full-time,,North East,Professional occupations,,35769,
2020,Female,Full-time,,North East,Sales and customer service occupations,,18904,
2020,Female,Full-time,,North East,Skilled trades occupations,,19516,acceptable
2020,Female,Full-time,,North East,,,24934,
2020,Female,Full-time,,North West,Administrative and secretarial occupations,,22316,
2020,Female,Full-time,,North West,Associate professional and technical occupations,,29001,
2020,Female,Full-time,,North West,"Caring, leisure and other service occupations",,18835,
2020,Female,Full-time,,North West,Elementary occupations,,18257,
2020,Female,Full-time,,North West,"Managers, directors and senior officials",,36990,acceptable
2020,Female,Full-time,,North West,"Process, plant and machine operatives",,19831,reasonably precise
2020,Female,Full-time,,North West,Professional occupations,,37654,
2020,Female,Full-time,,North West,Sales and customer service occupations,,19685,
2020,Female,Full-time,,North West,Skilled trades occupations,,21237,acceptable
2020,Female,Full-time,,North West,,,26999,
2020,Female,Full-time,,Northern Ireland,,,26149,
2020,Female,Full-time,,Scotland,Administrative and secretarial occupations,,22988,
2020,Female,Full-time,,Scotland,Associate professional and technical occupations,,29229,
2020,Female,Full-time,,Scotland,"Caring, leisure and other service occupations",,21450,
2020,Female,Full-time,,Scotland,Elementary occupations,,18816,
2020,Female,Full-time,,Scotland,"Managers, directors and senior officials",,39300,reasonably precise
2020,Female,Full-time,,Scotland,"Process, plant and machine operatives",,19328,acceptable
2020,Female,Full-time,,Scotland,Professional occupations,,37190,
2020,Female,Full-time,,Scotland,Sales and customer service occupations,,19803,
