Year,Sex,WorkingPattern,AgeGroup,WorkRegion,Occupation,Industry,Value,comment
2017,Female,Part-time,,South East,"Caring, leisure and other service occupations",,9186,
2017,Female,Part-time,,South East,Elementary occupations,,5965,reasonably precise
2017,Female,Part-time,,South East,"Managers, directors and senior officials",,15328,acceptable
2017,Female,Part-time,,South East,"Process, plant and machine operatives",,x,unacceptable
2017,Female,Part-time,,South East,Professional occupations,,17597,reasonably precise
2017,Female,Part-time,,South East,Sales and customer service occupations,,8023,
2017,Female,Part-time,,South East,Skilled trades occupations,,x,unacceptable
2017,Female,Part-time,,South East,,,9835,
2017,Female,Part-time,,South West,Administrative and secretarial occupations,,10000,
2017,Female,Part-time,,South West,Associate professional and technical occupations,,12693,reasonably precise
2017,Female,Part-time,,South West,"Caring, leisure and other service occupations",,8770,reasonably precise
2017,Female,Part-time,,South West,Elementary occupations,,5711,reasonably precise
2017,Female,Part-time,,South West,"Managers, directors and senior officials",,14293,acceptable
2017,Female,Part-time,,South West,"Process, plant and machine operatives",,x,unacceptable
2017,Female,Part-time,,South West,Professional occupations,,19115,acceptable
2017,Female,Part-time,,South West,Sales and customer service occupations,,7804,
2017,Female,Part-time,,South West,Skilled trades occupations,,x,unacceptable
2017,Female,Part-time,,South West,,,9618,
2017,Female,Part-time,,Wales,Administrative and secretarial occupations,,10139,reasonably precise
2017,Female,Part-time,,Wales,Associate professional and technical occupations,,11976,acceptable
2017,Female,Part-time,,Wales,"Caring, leisure and other service occupations",,10061,reasonably precise
2017,Female,Part-time,,Wales,Elementary occupations,,6054,acceptable
2017,Female,Part-time,,Wales,"Managers, directors and senior officials",,x,unacceptable
2017,Female,Part-time,,Wales,"Process, plant and machine operatives",,x,unacceptable
2017,Female,Part-time,,Wales,Professional occupations,,19492,reasonably precise
2017,Female,Part-time,,Wales,Sales and customer service occupations,,8229,reasonably precise
2017,Female,Part-time,,Wales,Skilled trades occupations,,12165,acceptable
2017,Female,Part-time,,Wales,,,9756,
2017,Female,Part-time,,West Midlands,Administrative and secretarial occupations,,10462,reasonably precise
2017,Female,Part-time,,West Midlands,Associate professional and technical occupations,,13275,reasonably precise
2017,Female,Part-time,,West Midlands,"Caring, leisure and other service occupations",,9751,
2017,Female,Part-time,,West Midlands,Elementary occupations,,5914,reasonably precise
2017,Female,Part-time,,West Midlands,"Managers, directors and senior officials",,13513,acceptable
2017,Female,Part-time,,West Midlands,"Process, plant and machine operatives",,9762,acceptable
2017,Female,Part-time,,West Midlands,Professional occupations,,19453,reasonably precise
2017,Female,Part-time,,West Midlands,Sales and customer service occupations,,7974,reasonably precise
2017,Female,Part-time,,West Midlands,Skilled trades occupations,,x,unacceptable
2017,Female,Part-time,,West Midlands,,,9758,
2017,Female,Part-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,10327,
2017,Female,Part-time,,Yorkshire and The Humber,Associate professional and technical occupations,,13724,
2017,Female,Part-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,9704,
2017,Female,Part-time,,Yorkshire and The Humber,Elementary occupations,,6109,acceptable
2017,Female,Part-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,x,unacceptable
2017,Female,Part-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,x,unacceptable
2017,Female,Part-time,,Yorkshire and The Humber,Professional occupations,,20172,reasonably precise
2017,Female,Part-time,,Yorkshire and The Humber,Sales and customer service occupations,,8509,
2017,Female,Part-time,,Yorkshire and The Humber,Skilled trades occupations,,9473,acceptable
2017,Female,Part-time,,Yorkshire and The Humber,,,9915,
2017,Female,Part-time,,,Administrative and secretarial occupations,,10333,
2017,Female,Part-time,,,Associate professional and technical occupations,,13366,
2017,Female,Part-time,,,"Caring, leisure and other service occupations",,9621,
2017,Female,Part-time,,,Elementary occupations,,6078,
2017,Female,Part-time,,,"Managers, directors and senior officials",,14377,reasonably precise
2017,Female,Part-time,,,"Process, plant and machine operatives",,10179,reasonably precise
2017,Female,Part-time,,,Professional occupations,,19090,
2017,Female,Part-time,,,Sales and customer service occupations,,8216,
2017,Female,Part-time,,,Skilled trades occupations,,9514,reasonably precise
2017,Female,Part-time,,,,Accommodation and food service activities,6728,
2017,Female,Part-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,4852,acceptable
2017,Female,Part-time,,,,Administrative and support service activities,7513,reasonably precise
2017,Female,Part-time,,,,"Agriculture, forestry and fishing",8457,reasonably precise
2017,Female,Part-time,,,,"Arts, entertainment and recreation",7480,reasonably precise
2017,Female,Part-time,,,,Construction,9000,reasonably precise
2017,Female,Part-time,,,,Education,10419,
2017,Female,Part-time,,,,"Electricity, gas, steam and air conditioning supply",13898,reasonably precise
2017,Female,Part-time,,,,Financial and insurance activities,14168,
2017,Female,Part-time,,,,Human health and social work activities,11651,
2017,Female,Part-time,,,,Information and communication,11000,acceptable
2017,Female,Part-time,,,,Manufacturing,11000,
2017,Female,Part-time,,,,Mining and quarrying,x,unacceptable
2017,Female,Part-time,,,,Other service activities,8336,
2017,Female,Part-time,,,,"Professional, scientific and technical activities",12000,reasonably precise
2017,Female,Part-time,,,,Public administration and defence; compulsory social security,13357,
2017,Female,Part-time,,,,Real estate activities,10671,reasonably precise
2017,Female,Part-time,,,,Transportation and storage,11995,acceptable
2017,Female,Part-time,,,,"Water supply; sewerage, waste management and remediation activities",x,unacceptable
2017,Female,Part-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,8407,
2017,Female,Part-time,,,,,9917,
2017,Female,,16-17,,,,2590,acceptable
2017,Female,,18-21,,,,8053,
2017,Female,,22-29,,,,18250,
2017,Female,,30-39,,,,20672,
2017,Female,,40-49,,,,19662,
2017,Female,,50-59,,,,18852,
2017,Female,,60+,,,,13112,
2017,Female,,,East,Administrative and secretarial occupations,,16291,
2017,Female,,,East,Associate professional and technical occupations,,24812,
2017,Female,,,East,"Caring, leisure and other service occupations",,12006,reasonably precise
2017,Female,,,East,Elementary occupations,,7520,reasonably precise
2017,Female,,,East,"Managers, directors and senior officials",,30773,reasonably precise
2017,Female,,,East,"Process, plant and machine operatives",,15872,reasonably precise
2017,Female,,,East,Professional occupations,,27436,
2017,Female,,,East,Sales and customer service occupations,,10563,
2017,Female,,,East,Skilled trades occupations,,x,unacceptable
2017,Female,,,East,,,16593,
2017,Female,,,East Midlands,Administrative and secretarial occupations,,15600,
2017,Female,,,East Midlands,Associate professional and technical occupations,,24500,
2017,Female,,,East Midlands,"Caring, leisure and other service occupations",,12029,
2017,Female,,,East Midlands,Elementary occupations,,8520,reasonably precise
2017,Female,,,East Midlands,"Managers, directors and senior officials",,28564,acceptable
2017,Female,,,East Midlands,"Process, plant and machine operatives",,15969,
2017,Female,,,East Midlands,Professional occupations,,27798,
2017,Female,,,East Midlands,Sales and customer service occupations,,10709,
2017,Female,,,East Midlands,Skilled trades occupations,,13391,acceptable
2017,Female,,,East Midlands,,,16150,
2017,Female,,,London,Administrative and secretarial occupations,,23470,
2017,Female,,,London,Associate professional and technical occupations,,32669,
2017,Female,,,London,"Caring, leisure and other service occupations",,16064,
2017,Female,,,London,Elementary occupations,,9675,reasonably precise
2017,Female,,,London,"Managers, directors and senior officials",,47936,reasonably precise
2017,Female,,,London,"Process, plant and machine operatives",,20317,acceptable
2017,Female,,,London,Professional occupations,,36121,
2017,Female,,,London,Sales and customer service occupations,,12808,reasonably precise
2017,Female,,,London,Skilled trades occupations,,16644,acceptable
2017,Female,,,London,,,26590,
2017,Female,,,North East,Administrative and secretarial occupations,,16224,reasonably precise
2017,Female,,,North East,Associate professional and technical occupations,,22702,
2017,Female,,,North East,"Caring, leisure and other service occupations",,14067,
2017,Female,,,North East,Elementary occupations,,6928,acceptable
2017,Female,,,North East,"Managers, directors and senior officials",,29853,acceptable
2017,Female,,,North East,"Process, plant and machine operatives",,x,unacceptable
2017,Female,,,North East,Professional occupations,,29389,
2017,Female,,,North East,Sales and customer service occupations,,10834,reasonably precise
2017,Female,,,North East,Skilled trades occupations,,16311,acceptable
2017,Female,,,North East,,,17175,
2017,Female,,,North West,Administrative and secretarial occupations,,17483,
2017,Female,,,North West,Associate professional and technical occupations,,24611,
2017,Female,,,North West,"Caring, leisure and other service occupations",,13219,
2017,Female,,,North West,Elementary occupations,,7409,reasonably precise
2017,Female,,,North West,"Managers, directors and senior officials",,30013,reasonably precise
2017,Female,,,North West,"Process, plant and machine operatives",,17021,reasonably precise
2017,Female,,,North West,Professional occupations,,30283,
2017,Female,,,North West,Sales and customer service occupations,,10989,reasonably precise
2017,Female,,,North West,Skilled trades occupations,,x,unacceptable
2017,Female,,,North West,,,17888,
2017,Female,,,Northern Ireland,,,17599,
2017,Female,,,Scotland,Administrative and secretarial occupations,,17333,
2017,Female,,,Scotland,Associate professional and technical occupations,,25212,
2017,Female,,,Scotland,"Caring, leisure and other service occupations",,13962,
2017,Female,,,Scotland,Elementary occupations,,9416,reasonably precise
2017,Female,,,Scotland,"Managers, directors and senior officials",,29454,reasonably precise
2017,Female,,,Scotland,"Process, plant and machine operatives",,16564,reasonably precise
2017,Female,,,Scotland,Professional occupations,,29963,
2017,Female,,,Scotland,Sales and customer service occupations,,11502,
2017,Female,,,Scotland,Skilled trades occupations,,12674,acceptable
2017,Female,,,Scotland,,,18718,
2017,Female,,,South East,Administrative and secretarial occupations,,16710,
2017,Female,,,South East,Associate professional and technical occupations,,26014,
2017,Female,,,South East,"Caring, leisure and other service occupations",,12782,
2017,Female,,,South East,Elementary occupations,,7683,reasonably precise
2017,Female,,,South East,"Managers, directors and senior officials",,32726,reasonably precise
2017,Female,,,South East,"Process, plant and machine operatives",,18686,reasonably precise
2017,Female,,,South East,Professional occupations,,29607,
2017,Female,,,South East,Sales and customer service occupations,,10957,
2017,Female,,,South East,Skilled trades occupations,,x,unacceptable
2017,Female,,,South East,,,18518,
2017,Female,,,South West,Administrative and secretarial occupations,,15941,
2017,Female,,,South West,Associate professional and technical occupations,,22501,
2017,Female,,,South West,"Caring, leisure and other service occupations",,11953,
2017,Female,,,South West,Elementary occupations,,7618,reasonably precise
2017,Female,,,South West,"Managers, directors and senior officials",,27537,reasonably precise
2017,Female,,,South West,"Process, plant and machine operatives",,17300,acceptable
2017,Female,,,South West,Professional occupations,,28034,
2017,Female,,,South West,Sales and customer service occupations,,10550,
2017,Female,,,South West,Skilled trades occupations,,x,unacceptable
2017,Female,,,South West,,,16714,
2017,Female,,,Wales,Administrative and secretarial occupations,,17000,
2017,Female,,,Wales,Associate professional and technical occupations,,23260,
2017,Female,,,Wales,"Caring, leisure and other service occupations",,13488,reasonably precise
2017,Female,,,Wales,Elementary occupations,,7564,acceptable
2017,Female,,,Wales,"Managers, directors and senior officials",,27382,acceptable
2017,Female,,,Wales,"Process, plant and machine operatives",,15723,acceptable
2017,Female,,,Wales,Professional occupations,,30529,
2017,Female,,,Wales,Sales and customer service occupations,,10400,reasonably precise
2017,Female,,,Wales,Skilled trades occupations,,16055,acceptable
2017,Female,,,Wales,,,17252,
2017,Female,,,West Midlands,Administrative and secretarial occupations,,16090,
2017,Female,,,West Midlands,Associate professional and technical occupations,,24497,
2017,Female,,,West Midlands,"Caring, leisure and other service occupations",,13163,
2017,Female,,,West Midlands,Elementary occupations,,8202,reasonably precise
2017,Female,,,West Midlands,"Managers, directors and senior officials",,29526,reasonably precise
2017,Female,,,West Midlands,"Process, plant and machine operatives",,15368,reasonably precise
2017,Female,,,West Midlands,Professional occupations,,28462,
2017,Female,,,West Midlands,Sales and customer service occupations,,10449,reasonably precise
2017,Female,,,West Midlands,Skilled trades occupations,,16783,reasonably precise
2017,Female,,,West Midlands,,,17023,
2017,Female,,,Yorkshire and The Humber,Administrative and secretarial occupations,,16000,
2017,Female,,,Yorkshire and The Humber,Associate professional and technical occupations,,22430,
2017,Female,,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,12681,
2017,Female,,,Yorkshire and The Humber,Elementary occupations,,8213,reasonably precise
2017,Female,,,Yorkshire and The Humber,"Managers, directors and senior officials",,29662,reasonably precise
2017,Female,,,Yorkshire and The Humber,"Process, plant and machine operatives",,15141,acceptable
2017,Female,,,Yorkshire and The Humber,Professional occupations,,28795,
2017,Female,,,Yorkshire and The Humber,Sales and customer service occupations,,10311,
2017,Female,,,Yorkshire and The Humber,Skilled trades occupations,,14526,reasonably precise
2017,Female,,,Yorkshire and The Humber,,,16551,
2017,Female,,,,Administrative and secretarial occupations,,17150,
2017,Female,,,,Associate professional and technical occupations,,25694,
2017,Female,,,,"Caring, leisure and other service occupations",,13178,
2017,Female,,,,Elementary occupations,,8127,
2017,Female,,,,"Managers, directors and senior officials",,33000,
2017,Female,,,,"Process, plant and machine operatives",,16476,
2017,Female,,,,Professional occupations,,30233,
2017,Female,,,,Sales and customer service occupations,,10914,
2017,Female,,,,Skilled trades occupations,,15505,
2017,Female,,,,,Accommodation and food service activities,10463,
2017,Female,,,,,Activities of extraterritorial organisations and bodies,x,unacceptable
2017,Female,,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,x,unacceptable
2017,Female,,,,,Administrative and support service activities,13773,
2017,Female,,,,,"Agriculture, forestry and fishing",14732,reasonably precise
2017,Female,,,,,"Arts, entertainment and recreation",13055,reasonably precise
2017,Female,,,,,Construction,18211,reasonably precise
2017,Female,,,,,Education,19122,
2017,Female,,,,,"Electricity, gas, steam and air conditioning supply",24399,reasonably precise
2017,Female,,,,,Financial and insurance activities,27214,
2017,Female,,,,,Human health and social work activities,18447,
2017,Female,,,,,Information and communication,28625,
2017,Female,,,,,Manufacturing,20283,
2017,Female,,,,,Mining and quarrying,35912,acceptable
2017,Female,,,,,Other service activities,14480,
2017,Female,,,,,"Professional, scientific and technical activities",24944,
2017,Female,,,,,Public administration and defence; compulsory social security,24197,
2017,Female,,,,,Real estate activities,21058,
2017,Female,,,,,Transportation and storage,22300,
2017,Female,,,,,"Water supply; sewerage, waste management and remediation activities",22988,reasonably precise
2017,Female,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,13117,
2017,Female,,,,,,18238,
2017,Male,Full-time,16-17,,,,x,unacceptable
2017,Male,Full-time,18-21,,,,16136,
2017,Male,Full-time,22-29,,,,24329,
2017,Male,Full-time,30-39,,,,31555,
2017,Male,Full-time,40-49,,,,35271,
2017,Male,Full-time,50-59,,,,34445,
2017,Male,Full-time,60+,,,,29338,
2017,Male,Full-time,,East,Administrative and secretarial occupations,,24582,
2017,Male,Full-time,,East,Associate professional and technical occupations,,34170,
2017,Male,Full-time,,East,"Caring, leisure and other service occupations",,20844,reasonably precise
2017,Male,Full-time,,East,Elementary occupations,,20923,
2017,Male,Full-time,,East,"Managers, directors and senior officials",,44017,reasonably precise
2017,Male,Full-time,,East,"Process, plant and machine operatives",,25893,
2017,Male,Full-time,,East,Professional occupations,,41810,
2017,Male,Full-time,,East,Sales and customer service occupations,,20380,
2017,Male,Full-time,,East,Skilled trades occupations,,27906,
2017,Male,Full-time,,East,,,30897,
2017,Male,Full-time,,East Midlands,Administrative and secretarial occupations,,22931,
2017,Male,Full-time,,East Midlands,Associate professional and technical occupations,,31606,
2017,Male,Full-time,,East Midlands,"Caring, leisure and other service occupations",,18777,reasonably precise
2017,Male,Full-time,,East Midlands,Elementary occupations,,19954,
2017,Male,Full-time,,East Midlands,"Managers, directors and senior officials",,42085,reasonably precise
2017,Male,Full-time,,East Midlands,"Process, plant and machine operatives",,24299,
2017,Male,Full-time,,East Midlands,Professional occupations,,38974,
2017,Male,Full-time,,East Midlands,Sales and customer service occupations,,19474,
2017,Male,Full-time,,East Midlands,Skilled trades occupations,,26461,
2017,Male,Full-time,,East Midlands,,,28380,
2017,Male,Full-time,,London,Administrative and secretarial occupations,,29881,
2017,Male,Full-time,,London,Associate professional and technical occupations,,41367,
2017,Male,Full-time,,London,"Caring, leisure and other service occupations",,23230,
2017,Male,Full-time,,London,Elementary occupations,,22382,
2017,Male,Full-time,,London,"Managers, directors and senior officials",,68000,
2017,Male,Full-time,,London,"Process, plant and machine operatives",,31783,
2017,Male,Full-time,,London,Professional occupations,,48990,
2017,Male,Full-time,,London,Sales and customer service occupations,,21537,
2017,Male,Full-time,,London,Skilled trades occupations,,30615,
2017,Male,Full-time,,London,,,41000,
2017,Male,Full-time,,North East,Administrative and secretarial occupations,,20909,
2017,Male,Full-time,,North East,Associate professional and technical occupations,,31464,reasonably precise
2017,Male,Full-time,,North East,"Caring, leisure and other service occupations",,20509,reasonably precise
2017,Male,Full-time,,North East,Elementary occupations,,20562,
2017,Male,Full-time,,North East,"Managers, directors and senior officials",,40135,reasonably precise
2017,Male,Full-time,,North East,"Process, plant and machine operatives",,25209,
2017,Male,Full-time,,North East,Professional occupations,,38789,
2017,Male,Full-time,,North East,Sales and customer service occupations,,20620,acceptable
2017,Male,Full-time,,North East,Skilled trades occupations,,26591,reasonably precise
2017,Male,Full-time,,North East,,,27967,
2017,Male,Full-time,,North West,Administrative and secretarial occupations,,22835,
2017,Male,Full-time,,North West,Associate professional and technical occupations,,33478,
2017,Male,Full-time,,North West,"Caring, leisure and other service occupations",,19647,reasonably precise
2017,Male,Full-time,,North West,Elementary occupations,,19884,
2017,Male,Full-time,,North West,"Managers, directors and senior officials",,39712,reasonably precise
2017,Male,Full-time,,North West,"Process, plant and machine operatives",,25124,
2017,Male,Full-time,,North West,Professional occupations,,38670,
2017,Male,Full-time,,North West,Sales and customer service occupations,,19083,
2017,Male,Full-time,,North West,Skilled trades occupations,,26000,
2017,Male,Full-time,,North West,,,28985,
2017,Male,Full-time,,Northern Ireland,,,26716,
2017,Male,Full-time,,Scotland,Administrative and secretarial occupations,,23823,
2017,Male,Full-time,,Scotland,Associate professional and technical occupations,,33666,
2017,Male,Full-time,,Scotland,"Caring, leisure and other service occupations",,22071,reasonably precise
2017,Male,Full-time,,Scotland,Elementary occupations,,20248,
2017,Male,Full-time,,Scotland,"Managers, directors and senior officials",,44995,
2017,Male,Full-time,,Scotland,"Process, plant and machine operatives",,25450,reasonably precise
2017,Male,Full-time,,Scotland,Professional occupations,,39929,
2017,Male,Full-time,,Scotland,Sales and customer service occupations,,19424,
2017,Male,Full-time,,Scotland,Skilled trades occupations,,27495,
2017,Male,Full-time,,Scotland,,,30317,
2017,Male,Full-time,,South East,Administrative and secretarial occupations,,25428,reasonably precise
2017,Male,Full-time,,South East,Associate professional and technical occupations,,36000,
2017,Male,Full-time,,South East,"Caring, leisure and other service occupations",,20740,
2017,Male,Full-time,,South East,Elementary occupations,,21361,
2017,Male,Full-time,,South East,"Managers, directors and senior officials",,46710,
2017,Male,Full-time,,South East,"Process, plant and machine operatives",,26745,
2017,Male,Full-time,,South East,Professional occupations,,43120,
2017,Male,Full-time,,South East,Sales and customer service occupations,,20595,
2017,Male,Full-time,,South East,Skilled trades occupations,,28068,
2017,Male,Full-time,,South East,,,32941,
2017,Male,Full-time,,South West,Administrative and secretarial occupations,,24596,acceptable
2017,Male,Full-time,,South West,Associate professional and technical occupations,,31928,
2017,Male,Full-time,,South West,"Caring, leisure and other service occupations",,19441,reasonably precise
2017,Male,Full-time,,South West,Elementary occupations,,20756,
2017,Male,Full-time,,South West,"Managers, directors and senior officials",,38794,reasonably precise
2017,Male,Full-time,,South West,"Process, plant and machine operatives",,24185,
2017,Male,Full-time,,South West,Professional occupations,,40544,
2017,Male,Full-time,,South West,Sales and customer service occupations,,19729,
2017,Male,Full-time,,South West,Skilled trades occupations,,26416,
2017,Male,Full-time,,South West,,,29624,
2017,Male,Full-time,,Wales,Administrative and secretarial occupations,,22389,
2017,Male,Full-time,,Wales,Associate professional and technical occupations,,31188,reasonably precise
2017,Male,Full-time,,Wales,"Caring, leisure and other service occupations",,19300,reasonably precise
2017,Male,Full-time,,Wales,Elementary occupations,,19495,reasonably precise
2017,Male,Full-time,,Wales,"Managers, directors and senior officials",,37652,acceptable
2017,Male,Full-time,,Wales,"Process, plant and machine operatives",,22808,reasonably precise
2017,Male,Full-time,,Wales,Professional occupations,,38125,
2017,Male,Full-time,,Wales,Sales and customer service occupations,,19338,
2017,Male,Full-time,,Wales,Skilled trades occupations,,27015,reasonably precise
2017,Male,Full-time,,Wales,,,27766,
2017,Male,Full-time,,West Midlands,Administrative and secretarial occupations,,23020,
2017,Male,Full-time,,West Midlands,Associate professional and technical occupations,,34303,
2017,Male,Full-time,,West Midlands,"Caring, leisure and other service occupations",,19549,
2017,Male,Full-time,,West Midlands,Elementary occupations,,20136,
2017,Male,Full-time,,West Midlands,"Managers, directors and senior officials",,42587,reasonably precise
2017,Male,Full-time,,West Midlands,"Process, plant and machine operatives",,25735,
2017,Male,Full-time,,West Midlands,Professional occupations,,39762,
2017,Male,Full-time,,West Midlands,Sales and customer service occupations,,19965,reasonably precise
2017,Male,Full-time,,West Midlands,Skilled trades occupations,,27093,
2017,Male,Full-time,,West Midlands,,,29537,
2017,Male,Full-time,,Yorkshire and The Humber,Administrative and secretarial occupations,,24040,reasonably precise
2017,Male,Full-time,,Yorkshire and The Humber,Associate professional and technical occupations,,32490,
2017,Male,Full-time,,Yorkshire and The Humber,"Caring, leisure and other service occupations",,18387,reasonably precise
2017,Male,Full-time,,Yorkshire and The Humber,Elementary occupations,,20134,
2017,Male,Full-time,,Yorkshire and The Humber,"Managers, directors and senior officials",,40532,reasonably precise
2017,Male,Full-time,,Yorkshire and The Humber,"Process, plant and machine operatives",,24446,
2017,Male,Full-time,,Yorkshire and The Humber,Professional occupations,,38747,
2017,Male,Full-time,,Yorkshire and The Humber,Sales and customer service occupations,,19739,
2017,Male,Full-time,,Yorkshire and The Humber,Skilled trades occupations,,26929,reasonably precise
2017,Male,Full-time,,Yorkshire and The Humber,,,28757,
2017,Male,Full-time,,,Administrative and secretarial occupations,,24482,
2017,Male,Full-time,,,Associate professional and technical occupations,,34939,
2017,Male,Full-time,,,"Caring, leisure and other service occupations",,20424,
2017,Male,Full-time,,,Elementary occupations,,20489,
2017,Male,Full-time,,,"Managers, directors and senior officials",,45900,
2017,Male,Full-time,,,"Process, plant and machine operatives",,25433,
2017,Male,Full-time,,,Professional occupations,,41545,
2017,Male,Full-time,,,Sales and customer service occupations,,19977,
2017,Male,Full-time,,,Skilled trades occupations,,27109,
2017,Male,Full-time,,,,Accommodation and food service activities,20492,
2017,Male,Full-time,,,,Activities of households as employers; undifferianted goods-and-services-producing activities of households for own use,21007,acceptable
2017,Male,Full-time,,,,Administrative and support service activities,25899,
2017,Male,Full-time,,,,"Agriculture, forestry and fishing",24173,reasonably precise
2017,Male,Full-time,,,,"Arts, entertainment and recreation",25419,
2017,Male,Full-time,,,,Construction,31977,
2017,Male,Full-time,,,,Education,34153,
2017,Male,Full-time,,,,"Electricity, gas, steam and air conditioning supply",41749,
2017,Male,Full-time,,,,Financial and insurance activities,49434,
2017,Male,Full-time,,,,Human health and social work activities,29132,
2017,Male,Full-time,,,,Information and communication,41072,
2017,Male,Full-time,,,,Manufacturing,30698,
2017,Male,Full-time,,,,Mining and quarrying,39278,reasonably precise
2017,Male,Full-time,,,,Other service activities,27372,
2017,Male,Full-time,,,,"Professional, scientific and technical activities",39000,
2017,Male,Full-time,,,,Public administration and defence; compulsory social security,34938,
2017,Male,Full-time,,,,Real estate activities,30000,
2017,Male,Full-time,,,,Transportation and storage,29963,
2017,Male,Full-time,,,,"Water supply; sewerage, waste management and remediation activities",30521,
2017,Male,Full-time,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,25482,
2017,Male,Full-time,,,,,31110,
2017,Male,Part-time,16-17,,,,x,unacceptable
2017,Male,Part-time,18-21,,,,5297,reasonably precise
2017,Male,Part-time,22-29,,,,9891,reasonably precise
2017,Male,Part-time,30-39,,,,10960,reasonably precise
2017,Male,Part-time,40-49,,,,10549,
2017,Male,Part-time,50-59,,,,10992,
2017,Male,Part-time,60+,,,,9755,
2017,Male,Part-time,,East,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,East,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,East,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,East,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,East,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,East,"Process, plant and machine operatives",,9589,acceptable
2017,Male,Part-time,,East,Professional occupations,,x,unacceptable
2017,Male,Part-time,,East,Sales and customer service occupations,,7907,acceptable
2017,Male,Part-time,,East,Skilled trades occupations,,11063,acceptable
2017,Male,Part-time,,East,,,9445,reasonably precise
2017,Male,Part-time,,East Midlands,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,East Midlands,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,East Midlands,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,East Midlands,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,East Midlands,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,East Midlands,"Process, plant and machine operatives",,x,unacceptable
2017,Male,Part-time,,East Midlands,Professional occupations,,x,unacceptable
2017,Male,Part-time,,East Midlands,Sales and customer service occupations,,8812,acceptable
2017,Male,Part-time,,East Midlands,Skilled trades occupations,,10893,acceptable
2017,Male,Part-time,,East Midlands,,,9773,reasonably precise
2017,Male,Part-time,,London,Administrative and secretarial occupations,,9000,acceptable
2017,Male,Part-time,,London,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,London,"Caring, leisure and other service occupations",,10334,acceptable
2017,Male,Part-time,,London,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,London,"Managers, directors and senior officials",,14860,acceptable
2017,Male,Part-time,,London,"Process, plant and machine operatives",,x,unacceptable
2017,Male,Part-time,,London,Professional occupations,,x,unacceptable
2017,Male,Part-time,,London,Sales and customer service occupations,,9375,reasonably precise
2017,Male,Part-time,,London,Skilled trades occupations,,x,unacceptable
2017,Male,Part-time,,London,,,10076,reasonably precise
2017,Male,Part-time,,North East,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,North East,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,North East,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,North East,Elementary occupations,,7068,acceptable
2017,Male,Part-time,,North East,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,North East,"Process, plant and machine operatives",,x,unacceptable
2017,Male,Part-time,,North East,Professional occupations,,x,unacceptable
2017,Male,Part-time,,North East,Sales and customer service occupations,,9250,acceptable
2017,Male,Part-time,,North East,Skilled trades occupations,,10831,acceptable
2017,Male,Part-time,,North East,,,9938,reasonably precise
2017,Male,Part-time,,North West,Administrative and secretarial occupations,,9310,acceptable
2017,Male,Part-time,,North West,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,North West,"Caring, leisure and other service occupations",,7203,acceptable
2017,Male,Part-time,,North West,Elementary occupations,,x,unacceptable
2017,Male,Part-time,,North West,"Managers, directors and senior officials",,x,unacceptable
2017,Male,Part-time,,North West,"Process, plant and machine operatives",,9749,acceptable
2017,Male,Part-time,,North West,Professional occupations,,x,unacceptable
2017,Male,Part-time,,North West,Sales and customer service occupations,,8797,reasonably precise
2017,Male,Part-time,,North West,Skilled trades occupations,,11390,reasonably precise
2017,Male,Part-time,,North West,,,9427,reasonably precise
2017,Male,Part-time,,Northern Ireland,,,x,unacceptable
2017,Male,Part-time,,Scotland,Administrative and secretarial occupations,,x,unacceptable
2017,Male,Part-time,,Scotland,Associate professional and technical occupations,,x,unacceptable
2017,Male,Part-time,,Scotland,"Caring, leisure and other service occupations",,x,unacceptable
2017,Male,Part-time,,Scotland,Elementary occupations,,7669,acceptable
2017,Male,Part-time,,Scotland,"Managers, directors and senior officials",,x,unacceptable
